Magnitude,Unit,Alert,Location,Tsunami,Date,Longitude,Latitude,Timestamp
5.2,mb,,Kermadec Islands region,0,2019-08-13,-177.3479,-31.1683,1565678101543
5.3,mww,,"121 km ENE of ‘Ohonua, Tonga",0,2019-08-09,-173.8121,-21.0605,1565372746896
5.3,mww,,southern East Pacific Rise,0,2019-08-07,-108.2234,-34.8886,1565180809100
5.7,mww,green,"50 km NW of Neiafu, Tonga",0,2019-08-05,-174.3733,-18.3793,1564995660670
5.0,mb,,"Kermadec Islands, New Zealand",0,2019-08-02,-177.9448,-30.3845,1564769812036
6.0,mww,green,southern East Pacific Rise,0,2019-08-02,-113.8331,-49.7307,1564725055239
5.2,mb,,Fiji region,0,2019-07-29,-178.8598,-20.9656,1564449687560
5.6,mww,green,southern East Pacific Rise,0,2019-07-28,-124.7527,-55.8616,1564317159708
5.6,mww,green,Pacific-Antarctic Ridge,0,2019-07-27,-151.6538,-59.846,1564222076554
5.7,mww,green,Pacific-Antarctic Ridge,0,2019-07-27,-150.9124,-59.6436,1564221308207
5.0,mb,,"125 km ESE of Pangai, Tonga",0,2019-07-25,-173.2801,-20.3163,1564064001894
5.5,mww,green,south of the Kermadec Islands,0,2019-07-23,-179.5086,-33.7984,1563923336822
5.2,mww,,Kermadec Islands region,0,2019-07-20,-178.3504,-31.032,1563662136720
5.1,mb,,Easter Island region,0,2019-07-20,-111.369,-29.3259,1563647034291
5.1,mww,,"133 km ESE of Pangai, Tonga",0,2019-07-20,-173.1742,-20.2792,1563635789172
5.3,mww,green,"253 km NNW of Puerto Ayora, Ecuador",0,2019-07-17,-90.8655,1.4855,1563412627521
5.6,mww,green,Fiji region,0,2019-07-17,-176.8917,-17.0261,1563343846255
5.6,mww,green,Fiji region,0,2019-07-16,-177.1344,-17.1515,1563331404489
5.7,mww,green,southern East Pacific Rise,0,2019-07-13,-116.7328,-49.5587,1563004773557
5.2,mb,,"Kermadec Islands, New Zealand",0,2019-07-12,-177.4337,-30.8316,1562904744580
5.5,mww,green,Pacific-Antarctic Ridge,0,2019-07-10,-141.5049,-56.7747,1562785252764
5.2,mb,,"Kermadec Islands, New Zealand",0,2019-07-08,-177.876,-30.3684,1562641907524
5.1,mb,,south of the Fiji Islands,0,2019-07-07,-179.8652,-23.9098,1562525354414
5.2,mb,,south of the Fiji Islands,0,2019-07-07,-179.8609,-23.7614,1562525341003
5.1,mb,,"21 km NNE of Neiafu, Tonga",0,2019-07-07,-173.9356,-18.4586,1562472190690
5.1,mb,,south of the Kermadec Islands,0,2019-07-06,-178.3486,-32.827,1562435541063
5.1,mb,,Kermadec Islands region,0,2019-07-06,-176.1777,-27.8148,1562406333594
5.4,mww,green,Kermadec Islands region,0,2019-07-06,-176.1866,-27.647,1562394718306
5.2,mb,,Pacific-Antarctic Ridge,0,2019-07-06,-157.5965,-63.1943,1562393606206
5.2,mb,,,0,2019-07-05,-177.7958,-30.2905,1562371845179
5.0,mb,,"99 km ESE of ‘Ohonua, Tonga",0,2019-07-05,-174.0315,-21.5792,1562364593850
5.1,mww,,"95 km SSE of Pangai, Tonga",0,2019-07-05,-173.8829,-20.5488,1562308694360
5.3,mww,,"134 km NNE of Hihifo, Tonga",0,2019-07-04,-173.4511,-14.7883,1562292503190
5.8,mww,green,south of the Fiji Islands,0,2019-07-02,-179.5146,-22.1361,1562125529382
5.4,mww,green,Kermadec Islands region,0,2019-07-02,-175.8615,-31.2433,1562040437347
5.2,mb,,"Kermadec Islands, New Zealand",0,2019-07-01,-177.9897,-30.6264,1562011018679
5.2,mww,,"108 km SSE of Pangai, Tonga",0,2019-06-27,-173.9253,-20.7062,1561669104532
6.3,mww,green,Kermadec Islands region,0,2019-06-27,-179.182,-30.3961,1561633496341
5.3,mww,,"Kermadec Islands, New Zealand",0,2019-06-26,-177.3424,-30.8875,1561572390115
6.2,mww,yellow,"4 km SE of Aserrío de Gariché, Panama",0,2019-06-26,-82.754,8.4612,1561526631514
5.9,mww,green,"Kermadec Islands, New Zealand",0,2019-06-24,-177.3528,-30.763,1561376048913
5.2,mww,,"Kermadec Islands, New Zealand",0,2019-06-23,-177.4558,-30.963,1561272728407
5.1,mww,,"108 km ENE of ‘Ohonua, Tonga",0,2019-06-22,-173.9347,-21.1123,1561249266776
5.0,mb,,"105 km E of ‘Ohonua, Tonga",0,2019-06-21,-173.9486,-21.1876,1561160082764
5.1,mb,,"Kermadec Islands, New Zealand",0,2019-06-21,-177.5371,-30.6423,1561158028048
5.1,mb,,"Kermadec Islands, New Zealand",0,2019-06-21,-177.4245,-30.7514,1561157364987
5.1,mb,,"Kermadec Islands, New Zealand",0,2019-06-21,-177.5218,-30.8528,1561106438272
6.2,mww,green,"Kermadec Islands, New Zealand",0,2019-06-21,-177.4681,-30.8591,1561106236948
5.2,mww,,Kermadec Islands region,0,2019-06-21,-177.59,-31.0755,1561102060234
5.1,mb,,Kermadec Islands region,0,2019-06-20,-177.3809,-31.0064,1561067106901
5.5,mww,green,"112 km NNE of Neiafu, Tonga",0,2019-06-20,-173.7164,-17.6654,1561015977857
5.1,mb,,Fiji region,0,2019-06-20,-179.0563,-21.1889,1561015893775
5.0,mb,,south of the Kermadec Islands,0,2019-06-20,-178.8323,-33.698,1561008284113
6.4,mww,green,"Kermadec Islands, New Zealand",1,2019-06-19,-177.8482,-30.5243,1560927705433
5.1,mb,,"132 km E of ‘Ohonua, Tonga",0,2019-06-19,-173.6793,-21.4658,1560924222669
5.3,mww,,"Kermadec Islands, New Zealand",0,2019-06-18,-177.5876,-30.9852,1560902346773
5.2,mww,,Kermadec Islands region,0,2019-06-18,-177.5619,-31.3691,1560900260294
5.0,mb,,"Kermadec Islands, New Zealand",0,2019-06-18,-177.6543,-30.9258,1560899074756
5.2,mb,,"Kermadec Islands, New Zealand",0,2019-06-18,-178.0286,-30.6504,1560881529565
5.0,mb,,"137 km E of ‘Ohonua, Tonga",0,2019-06-18,-173.6309,-21.4507,1560878782057
5.5,mww,green,Kermadec Islands region,0,2019-06-18,-177.6362,-31.2175,1560878508030
5.9,mww,green,Kermadec Islands region,0,2019-06-18,-177.5541,-31.0214,1560873917442
5.1,mb,,Kermadec Islands region,0,2019-06-18,-177.6134,-31.0684,1560831830185
5.1,mb,,"Kermadec Islands, New Zealand",0,2019-06-17,-177.405,-30.718,1560820558539
5.5,mww,green,"Kermadec Islands, New Zealand",0,2019-06-17,-177.5259,-30.7942,1560790385000
5.8,mww,green,Pacific-Antarctic Ridge,0,2019-06-17,-176.7023,-65.6071,1560779268112
6.1,mww,green,"Kermadec Islands, New Zealand",0,2019-06-17,-177.481,-30.8389,1560751324099
5.0,mww,,Kermadec Islands region,0,2019-06-16,-177.9897,-31.9296,1560727198863
5.0,mb,,"Kermadec Islands, New Zealand",0,2019-06-16,-177.9524,-30.6393,1560722165809
5.6,mww,green,Kermadec Islands region,0,2019-06-16,-177.7962,-31.6591,1560718702126
6.3,mww,green,Kermadec Islands region,1,2019-06-16,-178.0819,-31.0004,1560662234868
5.5,mb,green,"Kermadec Islands, New Zealand",0,2019-06-15,-178.0393,-30.6438,1560654159251
5.1,mb,,"Kermadec Islands, New Zealand",0,2019-06-15,-178.078,-30.6109,1560648582133
5.0,mb,,"Kermadec Islands, New Zealand",0,2019-06-15,-178.0446,-30.6444,1560643207003
5.3,mb,,"Kermadec Islands, New Zealand",0,2019-06-15,-178.019,-30.6171,1560640045224
5.2,mb,,"Kermadec Islands, New Zealand",0,2019-06-15,-178.2377,-30.5237,1560639846636
7.3,mww,green,"Kermadec Islands, New Zealand",1,2019-06-15,-178.0995,-30.6441,1560639304130
6.1,mww,green,"82 km ENE of ‘Ohonua, Tonga",0,2019-06-15,-174.169,-21.1807,1560635770835
5.4,mww,green,"96 km E of ‘Ohonua, Tonga",0,2019-06-13,-174.036,-21.1779,1560484395792
5.3,mb,,Kermadec Islands region,0,2019-06-13,-178.6063,-31.5845,1560467424995
5.2,mb,,"120 km E of ‘Ohonua, Tonga",0,2019-06-13,-173.8065,-21.1645,1560411238066
5.2,mb,,Pacific-Antarctic Ridge,0,2019-06-11,-127.071,-55.0453,1560295421310
5.2,mb,,"115 km E of ‘Ohonua, Tonga",0,2019-06-11,-173.8396,-21.232,1560236401808
5.5,mww,green,south of the Fiji Islands,0,2019-06-08,-177.1737,-25.21,1560003543677
5.0,mb,,"91 km WSW of Pangai, Tonga",0,2019-06-04,-175.1917,-20.0595,1559690845091
5.2,mww,,"87 km ESE of ‘Ohonua, Tonga",0,2019-06-03,-174.123,-21.5102,1559610938573
5.0,mb,,"133 km E of ‘Ohonua, Tonga",0,2019-06-02,-173.6842,-21.1259,1559516745054
6.0,mww,green,"108 km E of ‘Ohonua, Tonga",0,2019-06-02,-173.9096,-21.2068,1559471789673
6.0,mww,green,"132 km WSW of Haveluloto, Tonga",0,2019-05-30,-176.3171,-21.7541,1559230681451
5.0,mb,,Kermadec Islands region,0,2019-05-29,-178.7822,-31.6566,1559154112558
8.0,mww,orange,"78 km NE of Navarro, Peru",1,2019-05-26,-75.2697,-5.8119,1558856475073
5.0,mww,,"Off the coast of Aisen, Chile",0,2019-05-24,-80.5208,-44.6681,1558678577088
5.1,mb,,"103 km NE of Hihifo, Tonga",0,2019-05-22,-173.1717,-15.2367,1558548606142
5.4,mww,green,southeast of Easter Island,0,2019-05-22,-100.7443,-36.098,1558546574523
5.3,mww,,off the coast of Ecuador,0,2019-05-21,-85.1082,1.0888,1558473591114
5.0,mww,,West Chile Rise,0,2019-05-21,-88.593,-41.3215,1558420384236
5.9,mww,green,central East Pacific Rise,0,2019-05-16,-105.7328,-4.5846,1558047163961
5.4,mww,green,Kermadec Islands region,0,2019-05-15,-176.7579,-28.5409,1557929337990
5.0,mb,,southeast of Easter Island,0,2019-05-14,-103.8318,-35.7036,1557864067028
5.2,mb,,"225 km S of ‘Ohonua, Tonga",0,2019-05-13,-174.7275,-23.3599,1557748870894
5.1,mb,,south of the Kermadec Islands,0,2019-05-12,-178.8633,-32.9308,1557713465043
6.0,mww,yellow,"1 km W of Breñón, Panama",0,2019-05-12,-82.8298,8.625,1557689090373
5.0,mb,,Kermadec Islands region,0,2019-05-09,-177.0228,-28.5642,1557459797634
5.7,mww,green,Kermadec Islands region,0,2019-05-09,-176.7791,-28.6675,1557458613007
5.2,mb,,"121 km S of Hihifo, Tonga",0,2019-05-09,-174.0031,-17.0383,1557443210760
5.7,mww,green,"46 km S of San Juan, Peru",0,2019-05-08,-75.0959,-15.7761,1557323239701
5.0,mb,,southern East Pacific Rise,0,2019-05-04,-115.9052,-24.1519,1556944423090
5.5,mww,green,southern East Pacific Rise,0,2019-05-03,-115.8471,-24.4878,1556928467061
5.0,mb,,,0,2019-05-03,-115.9506,-24.2675,1556866527428
5.1,mb,,"Kermadec Islands, New Zealand",0,2019-05-02,-177.9267,-29.9504,1556854961410
5.0,mb,,"248 km ESE of Hihifo, Tonga",0,2019-05-01,-171.7078,-16.9422,1556724741330
5.1,mb,,"46 km E of ‘Ohonua, Tonga",0,2019-04-27,-174.5087,-21.2585,1556410840742
5.1,mb,,south of the Fiji Islands,0,2019-04-26,-176.3471,-24.15,1556305814341
5.1,mww,,south of Panama,0,2019-04-26,-82.7517,5.2807,1556291050370
5.0,mb,,"275 km W of Haveluloto, Tonga",0,2019-04-24,-177.8271,-20.743,1556147887392
6.0,mww,green,south of the Fiji Islands,0,2019-04-23,-178.7639,-24.7059,1556029217830
5.0,mww,,"127 km E of Pangai, Tonga",0,2019-04-23,-173.159,-20.0425,1555995122445
5.0,mb,,"271 km SSE of Alo, Wallis and Futuna",0,2019-04-20,-177.1363,-16.573,1555818656772
5.1,mww,,"68 km NNE of La Peca, Peru",0,2019-04-17,-78.1327,-5.0706,1555513260938
5.1,mww,,south of Panama,0,2019-04-17,-82.6124,3.9697,1555494948402
5.3,mww,green,south of the Kermadec Islands,0,2019-04-16,-179.5761,-32.3696,1555430476256
5.7,mww,green,Kermadec Islands region,0,2019-04-16,-178.7994,-31.0427,1555407577735
5.7,mww,green,Kermadec Islands region,0,2019-04-16,-179.0685,-31.1716,1555406552296
6.0,mww,green,"121 km ENE of Hihifo, Tonga",0,2019-04-12,-172.8171,-15.4067,1555071784870
5.0,mww,,"140 km NNW of Mosquera, Colombia",0,2019-04-09,-78.7363,3.7455,1554809992540
5.2,mb,,"95 km ENE of Hihifo, Tonga",0,2019-04-08,-172.9848,-15.5963,1554764753380
5.2,mb,,"103 km ENE of Hihifo, Tonga",0,2019-04-08,-172.914,-15.565,1554754544722
5.1,mww,,"58 km SW of Neiafu, Tonga",0,2019-04-07,-174.3174,-19.0735,1554664501757
5.7,mww,green,West Chile Rise,0,2019-04-07,-87.4826,-41.2892,1554651908095
5.1,mb,,south of the Kermadec Islands,0,2019-04-07,-177.9721,-32.0206,1554620534786
5.8,mww,green,off the coast of Ecuador,0,2019-04-05,-85.2664,1.4513,1554490002673
5.2,mww,,"139 km NE of Hihifo, Tonga",0,2019-04-05,-172.9853,-14.9719,1554468013957
5.5,mww,green,"117 km WSW of Puerto Casma, Peru",0,2019-03-31,-79.3227,-9.9668,1554046077880
5.5,mww,green,"34 km NNE of Santa Elena, Ecuador",0,2019-03-31,-80.7342,-1.9363,1554017330636
5.1,mb,,"32 km NNE of Santa Elena, Ecuador",0,2019-03-31,-80.7188,-1.9695,1554017233353
6.2,mww,green,"31 km N of Santa Elena, Ecuador",0,2019-03-31,-80.8101,-1.9446,1554015844795
5.0,mb,,"Kermadec Islands, New Zealand",0,2019-03-30,-178.1134,-30.6881,1554001660777
5.4,mww,green,Pacific-Antarctic Ridge,0,2019-03-26,-147.2504,-57.4886,1553640280400
5.3,mww,green,"158 km E of ‘Ohonua, Tonga",0,2019-03-26,-173.4222,-21.3615,1553637246320
6.1,mww,green,"3 km WSW of Versalles, Colombia",0,2019-03-23,-76.223,4.5595,1553368877998
5.2,mww,,Kermadec Islands region,0,2019-03-23,-177.7849,-31.849,1553327262161
5.0,mb,,"123 km SE of Hihifo, Tonga",0,2019-03-22,-173.0223,-16.7822,1553289831435
5.1,mb,,Kermadec Islands region,0,2019-03-21,-177.7753,-31.3809,1553196248641
5.3,mww,green,"191 km NE of Neiafu, Tonga",0,2019-03-20,-172.4765,-17.6945,1553108581768
5.1,mb,,"99 km ESE of Sucúa, Ecuador",0,2019-03-20,-77.3293,-2.7612,1553099002850
5.0,mb,,"121 km NW of Nuku‘alofa, Tonga",0,2019-03-19,-176.0327,-20.3734,1553033715118
5.0,mww,,Kermadec Islands region,0,2019-03-18,-177.5993,-31.6304,1552921636800
5.2,mb,,Kermadec Islands region,0,2019-03-18,-177.7706,-31.7615,1552919422290
5.1,mww,,"78 km ESE of Pangai, Tonga",0,2019-03-16,-173.6945,-20.1487,1552783410510
5.0,mww,,"Off the coast of Aisen, Chile",0,2019-03-16,-76.6689,-45.651,1552758873291
5.6,mww,green,Kermadec Islands region,0,2019-03-15,-176.4619,-27.4594,1552672414015
6.2,mww,green,"221 km E of Levuka, Fiji",0,2019-03-10,-178.6034,-17.8915,1552205546426
5.2,mww,,south of the Kermadec Islands,0,2019-03-08,-178.1302,-32.1481,1552046238680
5.7,mww,green,,0,2019-03-07,-178.3733,-32.4703,1551976149060
5.5,mww,green,south of the Kermadec Islands,0,2019-03-07,-176.9158,-32.713,1551972443459
5.0,mb,,south of the Kermadec Islands,0,2019-03-06,-178.0296,-32.0882,1551925620274
5.2,mb,,south of the Kermadec Islands,0,2019-03-06,-177.7742,-32.158,1551908574870
5.8,mww,green,south of the Kermadec Islands,0,2019-03-06,-177.7688,-32.2454,1551903599205
5.0,mb,,Kermadec Islands region,0,2019-03-06,-177.9239,-31.8818,1551887941560
6.4,mww,green,south of the Kermadec Islands,1,2019-03-06,-177.8845,-32.0238,1551887174900
5.5,mww,green,West Chile Rise,0,2019-03-06,-97.5292,-36.2223,1551856845287
5.4,mww,green,,0,2019-03-03,-178.0205,-30.5788,1551609080818
5.1,mb,,southern East Pacific Rise,0,2019-02-26,-116.3691,-49.516,1551235469760
5.5,mb,green,"14 km ESE of Eloy Alfaro, Ecuador",0,2019-02-22,-79.7366,-2.2377,1550832040250
7.5,mww,yellow,"115 km ESE of Palora, Ecuador",1,2019-02-22,-77.0505,-2.1862,1550830643770
5.5,mww,green,Fiji region,0,2019-02-21,-178.8392,-20.8509,1550730879700
5.2,mb,,"90 km ESE of ‘Ohonua, Tonga",0,2019-02-18,-174.113,-21.5493,1550541939490
5.6,mww,green,southern East Pacific Rise,0,2019-02-15,-124.947,-55.7216,1550274700680
5.3,mww,,"113 km WNW of Hihifo, Tonga",0,2019-02-15,-174.825,-15.7128,1550238052560
5.1,mww,,south of Tonga,0,2019-02-13,-175.3623,-24.0324,1550055229523
5.0,mb,,Kermadec Islands region,0,2019-02-12,-178.4233,-31.3261,1550030839790
5.0,mb,,"174 km E of Hihifo, Tonga",0,2019-02-11,-172.1771,-15.7596,1549927620610
5.1,mb,,"98 km NNE of Hihifo, Tonga",0,2019-02-10,-173.4927,-15.1113,1549805229360
5.8,mww,green,"24 km SSE of Guayaquil, Ecuador",0,2019-02-04,-79.8348,-2.4081,1549302348100
5.3,mb,,south of Tonga,0,2019-02-04,-175.7176,-24.431,1549276679170
5.5,mww,green,West Chile Rise,0,2019-02-02,-88.2731,-41.3352,1549130138800
5.4,mww,green,"125 km WNW of Hihifo, Tonga",0,2019-02-02,-174.9263,-15.6539,1549090922240
5.3,mb,,"79 km SSE of Hihifo, Tonga",0,2019-02-01,-173.5706,-16.6409,1549069899600
5.3,mb,,south of the Fiji Islands,0,2019-02-01,-176.8628,-23.709,1549064893610
5.5,mww,green,south of the Fiji Islands,0,2019-01-31,-179.8253,-24.3375,1548945237110
5.4,mww,green,"218 km S of Punta de Burica, Panama",0,2019-01-31,-82.6268,6.0698,1548929886160
5.9,mww,green,,0,2019-01-30,-105.48,-4.6334,1548862293440
5.3,mb,,"119 km NE of Hihifo, Tonga",0,2019-01-30,-173.0213,-15.1799,1548829429000
5.5,mww,green,"12 km S of Planadas, Colombia",0,2019-01-28,-75.6461,3.0835,1548709629960
5.5,mww,green,"148 km E of Levuka, Fiji",0,2019-01-28,-179.2838,-17.9627,1548691216790
5.8,mww,green,"295 km WNW of Haveluloto, Tonga",0,2019-01-27,-177.8151,-20.102,1548584188720
5.3,mb,,Fiji region,0,2019-01-26,-178.9444,-21.1495,1548533078490
6.2,mww,green,Fiji region,0,2019-01-26,-178.9592,-21.0475,1548532604070
5.6,mww,green,"13 km NW of Santa María, Colombia",0,2019-01-26,-75.7383,3.0345,1548505946830
5.0,mb,,"59 km NNE of Hihifo, Tonga",0,2019-01-25,-173.5918,-15.4555,1548445329830
5.7,mww,green,"15 km WNW of Llipata, Peru",0,2019-01-24,-75.3517,-14.5333,1548391522230
5.2,mb,,"147 km SSE of ‘Ohonua, Tonga",0,2019-01-24,-174.3977,-22.5607,1548329550690
5.0,mww,green,"100 km NNE of Hihifo, Tonga",0,2019-01-23,-173.3753,-15.1437,1548291158650
5.2,mb,,"Kermadec Islands, New Zealand",0,2019-01-23,-178.0208,-30.2323,1548265981820
5.1,mb,,,0,2019-01-23,-177.9345,-33.4784,1548227216910
5.7,mww,green,"48 km WNW of Alianza Cristiana, Peru",0,2019-01-18,-76.818,-3.2663,1547846821530
5.9,mww,green,northern East Pacific Rise,0,2019-01-18,-103.2277,8.4296,1547829643570
5.1,mb,,"104 km NNE of Hihifo, Tonga",0,2019-01-16,-173.3482,-15.1184,1547626617310
5.2,mb,,"44 km W of Puerto Santa, Peru",0,2019-01-15,-79.0533,-8.9422,1547583848530
5.1,mb,,"161 km SSE of ‘Ohonua, Tonga",0,2019-01-13,-174.2725,-22.6486,1547415157120
5.2,mb,,south of Tonga,0,2019-01-12,-175.8455,-26.8175,1547273022970
5.3,mww,,"101 km E of ‘Ohonua, Tonga",0,2019-01-11,-173.9721,-21.4205,1547186292510
5.1,mb,,south of the Fiji Islands,0,2019-01-10,-176.3356,-26.9697,1547143000760
5.0,mb,,Kermadec Islands region,0,2019-01-10,-176.1577,-27.1754,1547140320050
5.8,mww,green,south of Tonga,0,2019-01-10,-175.5446,-26.904,1547139637630
5.2,mb,,Kermadec Islands region,0,2019-01-09,-176.3448,-29.9483,1547096060660
5.2,mb,,"113 km NNW of Neiafu, Tonga",0,2019-01-08,-174.2895,-17.6716,1546958941870
5.1,mb,,"203 km ENE of Neiafu, Tonga",0,2019-01-05,-172.1656,-18.0407,1546714506890
5.0,mb,,"161 km NW of Neiafu, Tonga",0,2018-12-31,-174.856,-17.4496,1546287741570
5.1,mb,,"210 km S of ‘Ohonua, Tonga",0,2018-12-26,-174.9055,-23.2352,1545867380710
5.7,mww,green,"148 km S of Hihifo, Tonga",0,2018-12-26,-174.0131,-17.277,1545833481840
5.0,mb,,"Kermadec Islands, New Zealand",0,2018-12-25,-177.1269,-30.4003,1545742084440
5.0,mb,,"96 km WSW of Pangai, Tonga",0,2018-12-23,-175.2194,-20.1168,1545613252420
6.4,mww,green,"91 km SW of Pangai, Tonga",1,2018-12-23,-175.071,-20.2855,1545606523440
6.3,mww,green,southeast of Easter Island,0,2018-12-18,-101.0723,-36.1378,1545183460500
5.1,mww,,south of the Fiji Islands,0,2018-12-18,-177.4227,-25.5826,1545165515170
5.1,mb,,"Kermadec Islands, New Zealand",0,2018-12-15,-177.4656,-30.4065,1544866934310
6.3,mww,green,Pacific-Antarctic Ridge,0,2018-12-12,-128.6641,-55.6687,1544620436180
5.1,mb,,"48 km SE of Pangai, Tonga",0,2018-12-11,-174.0883,-20.1762,1544585066380
5.3,mb,,"75 km SSE of Hihifo, Tonga",0,2018-12-06,-173.5438,-16.589,1544157423880
5.0,mb,,"69 km WSW of Changuillo, Peru",0,2018-12-05,-75.8223,-14.8986,1544069844520
5.6,mww,green,southern East Pacific Rise,0,2018-12-04,-124.1048,-56.2383,1543904428770
5.1,mb,,"156 km S of ‘Ohonua, Tonga",0,2018-12-03,-174.7066,-22.7294,1543872261070
5.0,mb,,"138 km ESE of Neiafu, Tonga",0,2018-12-01,-172.804,-19.1949,1543688646350
5.0,mb,,Fiji region,0,2018-12-01,-178.6167,-20.9517,1543643356270
5.2,mb,,"18 km NNE of Neiafu, Tonga",0,2018-11-30,-173.9323,-18.4922,1543556768570
5.0,mb,,central East Pacific Rise,0,2018-11-28,-111.4342,-13.5645,1543458834040
5.7,mww,green,"224 km E of Levuka, Fiji",0,2018-11-26,-178.571,-17.8924,1543286733320
5.3,mb,,Pacific-Antarctic Ridge,0,2018-11-25,-134.2271,-53.8525,1543191880520
5.6,mww,green,Kermadec Islands region,0,2018-11-25,-177.321,-28.9982,1543126471230
5.6,mww,green,"60 km W of Haveluloto, Tonga",0,2018-11-24,-175.7911,-21.1184,1543074120640
5.0,mb,,Fiji region,0,2018-11-22,-178.5359,-21.0652,1542924832910
5.9,mww,green,Pacific-Antarctic Ridge,0,2018-11-22,-137.5052,-54.2265,1542902825320
5.4,mww,green,"47 km SSW of Puerto Casma, Peru",0,2018-11-20,-78.5753,-9.8483,1542695886930
5.1,mb,,"89 km NNE of Hihifo, Tonga",0,2018-11-19,-173.4099,-15.2367,1542674788100
6.8,mww,green,"187 km E of Levuka, Fiji",1,2018-11-18,-178.9273,-17.8735,1542572746590
5.1,mb,,"108 km NE of Labasa, Fiji",0,2018-11-17,-179.9191,-15.7362,1542472994650
6.3,mww,green,southern East Pacific Rise,0,2018-11-15,-122.0441,-56.2363,1542323341060
5.6,mww,green,central East Pacific Rise,0,2018-11-12,-103.3972,-3.076,1542062247530
5.0,mb,,"149 km W of Neiafu, Tonga",0,2018-11-12,-175.3991,-18.6516,1542045224890
5.0,mb,,"149 km SSE of ‘Ohonua, Tonga",0,2018-11-11,-174.2878,-22.5288,1541965326080
5.1,mb,,"87 km E of Neiafu, Tonga",0,2018-11-10,-173.1644,-18.5582,1541896084150
6.1,mww,green,"79 km SSE of Pangai, Tonga",0,2018-11-10,-174.0081,-20.4538,1541838801140
5.4,mww,,Costa Rica,0,2018-11-09,-83.2612,8.7153,1541755230960
5.0,mb,,"92 km NE of Hihifo, Tonga",0,2018-11-08,-173.3016,-15.2739,1541667767050
5.0,mb,,Fiji region,0,2018-11-07,-178.4323,-20.951,1541639919110
5.3,mww,,"Off the coast of Aisen, Chile",0,2018-11-06,-76.7622,-45.534,1541539375750
5.5,mww,green,Tonga region,0,2018-11-06,-174.5298,-22.1851,1541520699670
5.0,mb,,"208 km ESE of Gisborne, New Zealand",0,2018-11-03,-179.7606,-39.338,1541275425010
5.0,mb,,central East Pacific Rise,0,2018-10-29,-106.123,-4.5848,1540856602000
5.8,mww,green,central East Pacific Rise,0,2018-10-29,-105.9149,-4.5739,1540855568990
5.0,mb,,"20 km NNE of Acandí, Colombia",0,2018-10-29,-77.2051,8.6839,1540848676790
5.4,mww,,"86 km SW of Hihifo, Tonga",0,2018-10-25,-174.3112,-16.553,1540492361000
5.5,mww,green,southern East Pacific Rise,0,2018-10-23,-123.1023,-55.8078,1540295737760
5.1,mww,,"13 km NE of El Triunfo, Ecuador",0,2018-10-21,-79.874,-1.8538,1540156136040
5.3,mww,,south of the Fiji Islands,0,2018-10-19,-179.9897,-24.7582,1539962427690
5.0,mb,,Kermadec Islands region,0,2018-10-18,-175.9865,-29.5109,1539916318640
5.3,mww,,southeast of Easter Island,0,2018-10-16,-104.1169,-35.4372,1539694228800
5.2,mb,,"13 km WSW of Pisco, Peru",0,2018-10-12,-76.3267,-13.7468,1539389603710
5.6,mww,green,Pacific-Antarctic Ridge,0,2018-10-12,-128.8784,-55.1233,1539337213690
5.2,mb,,south of the Fiji Islands,0,2018-10-10,-176.9123,-24.7558,1539213412010
5.1,mb,,"150 km W of Neiafu, Tonga",0,2018-10-09,-175.3986,-18.4807,1539126751190
5.6,mww,green,Kermadec Islands region,0,2018-10-07,-179.2646,-28.1213,1538934141590
5.4,mww,,Pacific-Antarctic Ridge,0,2018-10-06,-135.7482,-54.6459,1538876662970
5.6,mww,green,Pacific-Antarctic Ridge,0,2018-10-06,-135.5267,-54.3895,1538874411150
5.5,mww,green,"230 km E of Levuka, Fiji",0,2018-10-04,-178.5215,-17.8372,1538626581520
5.0,mb,,Kermadec Islands region,0,2018-10-03,-176.0057,-28.2086,1538545577700
5.2,mww,,"Off the coast of Aisen, Chile",0,2018-10-01,-75.8625,-45.7584,1538406709730
5.0,mb,,south of the Fiji Islands,0,2018-10-01,-176.1453,-24.0933,1538400059970
6.7,mww,green,"279 km E of Levuka, Fiji",1,2018-09-30,-178.0633,-18.3604,1538304743010
5.4,mwc,green,"263 km E of Levuka, Fiji",0,2018-09-27,-178.1962,-18.1398,1538087144490
5.7,mww,green,southern East Pacific Rise,0,2018-09-26,-107.6082,-34.9411,1537983215770
5.8,mww,green,"275 km E of Levuka, Fiji",0,2018-09-25,-178.0855,-17.9807,1537922254340
5.0,mb,,south of the Kermadec Islands,0,2018-09-25,-179.1313,-33.113,1537904487040
5.1,mb,,south of Tonga,0,2018-09-23,-175.5201,-24.1709,1537714792440
5.1,mb,,"106 km E of ‘Ohonua, Tonga",0,2018-09-22,-173.9239,-21.3341,1537641336490
5.6,mww,green,"Galapagos Islands, Ecuador region",0,2018-09-21,-95.449,2.4191,1537534168430
5.7,mwb,green,"88 km ENE of Levuka, Fiji",0,2018-09-20,-179.88,-17.8343,1537501301530
5.9,mww,green,"76 km ENE of Levuka, Fiji",0,2018-09-20,-179.9776,-17.9071,1537501240550
5.0,mb,,Kermadec Islands region,0,2018-09-18,-176.7957,-27.9491,1537304303070
5.5,mww,green,Fiji region,0,2018-09-18,-178.1882,-20.517,1537274315600
5.2,mb,,"Kermadec Islands, New Zealand",0,2018-09-18,-177.7312,-30.0414,1537262657120
