Magnitude,Unit,Alert,Location,Tsunami,Date,Longitude,Latitude,Timestamp
5.3,mww,,"Near the coast of Coquimbo, Chile",0,2015-03-05,-71.111,-29.319,1425591032000
5.0,mwr,,"116 km NNW of Constitución, Chile",0,2015-03-04,-72.753,-34.319,1425521330000
5.2,mww,,"106 km E of Iquique, Chile",0,2015-03-03,-69.145,-20.358,1425386719000
5.2,mww,,"84 km NNW of Vallenar, Chile",0,2015-03-02,-71.065,-27.8657,1425315226250
5.0,mb,,"4 km WSW of Punta de Bombón, Peru",0,2015-03-01,-71.8382,-17.1815,1425222508410
5.4,mwc,,central Mid-Atlantic Ridge,0,2015-02-24,-26.1018,0.9982,1424760888520
5.3,mww,,"99 km W of Abra Pampa, Argentina",0,2015-02-24,-66.6628,-22.7448,1424754830410
5.4,mww,,"22 km ENE of La Ligua, Chile",0,2015-02-17,-71.013,-32.375,1424183754000
6.7,mww,green,"103 km W of El Aguilar, Argentina",1,2015-02-11,-66.688,-23.1125,1423681042460
5.5,mww,green,"83 km NNW of San Antonio de los Cobres, Argentina",0,2015-02-11,-66.7204,-23.5605,1423659675810
5.3,mww,green,"12 km ENE of La Fría, Venezuela",0,2015-02-04,-72.14,8.24,1423110110900
5.1,mb,,"45 km E of Carúpano, Venezuela",0,2015-02-04,-62.8349,10.6804,1423047568750
5.0,mwr,,"79 km WSW of Tocopilla, Chile",0,2015-02-02,-70.9283,-22.3106,1422890530750
6.3,mww,green,"63 km W of Villa General Roca, Argentina",0,2015-02-02,-67.1231,-32.7183,1422874188530
5.2,mww,,"59 km WNW of Antofagasta, Chile",0,2015-01-20,-70.8833,-23.3538,1421775281240
5.6,mww,green,"60 km ESE of Yacuiba, Bolivia",0,2015-01-17,-63.1461,-22.237,1421520102770
5.5,mww,green,"99 km NNE of Calama, Chile",0,2015-01-10,-68.5339,-21.6328,1420912502630
5.0,mb,,northern Mid-Atlantic Ridge,0,2015-01-04,-44.9905,14.5111,1420406595150
5.1,mww,,"87 km WNW of Iquique, Chile",0,2014-12-12,-70.9295,-19.9172,1418387730650
5.0,mb,,"62 km E of Dennery, Saint Lucia",0,2014-12-07,-60.3161,13.8464,1417966544980
5.2,mww,,"56 km SSW of Tocopilla, Chile",0,2014-12-03,-70.3062,-22.5898,1417599516680
5.3,mww,,"98 km WNW of Iquique, Chile",0,2014-11-29,-71.0688,-19.9973,1417270687930
5.1,mwr,,"2 km E of Cepitá, Colombia",0,2014-11-25,-72.949,6.7588,1416946816320
5.1,mb,,"11 km E of Honoria, Peru",0,2014-11-22,-74.6034,-8.7648,1416645833500
5.0,mww,,"103 km W of Iquique, Chile",0,2014-11-22,-71.1275,-20.0679,1416639053640
5.0,mb,,"14 km ENE of Chuquitira, Peru",0,2014-11-15,-69.917,-17.2351,1416028837780
5.6,mww,green,"93 km NNE of Calama, Chile",0,2014-11-10,-68.725,-21.631,1415619539000
5.1,mb,,central Mid-Atlantic Ridge,0,2014-11-03,-32.7389,4.8421,1415003225480
5.5,mww,green,central Mid-Atlantic Ridge,0,2014-11-03,-32.6801,4.6657,1415003033650
5.1,mb,,central Mid-Atlantic Ridge,0,2014-11-03,-32.5701,4.6268,1414999088450
5.1,mww,,"6 km NNW of Atico, Peru",0,2014-10-30,-73.6349,-16.1509,1414708635990
5.7,mww,green,"69 km NNE of Puerto Ocopa, Peru",0,2014-10-26,-74.0836,-10.5571,1414320331840
5.0,mwr,,"76 km SW of San Antonio, Chile",0,2014-10-23,-72.2833,-33.9887,1414107532290
5.3,mb,,northern Mid-Atlantic Ridge,0,2014-10-22,-44.9415,14.9514,1414015015990
5.1,mb,,central Mid-Atlantic Ridge,0,2014-10-20,-39.3908,8.5778,1413816781620
5.4,mwc,,central Mid-Atlantic Ridge,0,2014-10-19,-39.3344,8.6802,1413749173260
5.3,mwc,,central Mid-Atlantic Ridge,0,2014-10-19,-39.4059,8.7008,1413748270150
5.0,mwr,,"45 km WSW of San Antonio, Chile",0,2014-10-14,-72.071,-33.733,1413278203000
5.4,mwb,,"4 km E of Incuyo, Peru",0,2014-10-13,-73.53,-15.25,1413213267000
5.0,mb,,"14 km ENE of San Pedro de Atacama, Chile",0,2014-10-12,-68.063,-22.871,1413110651040
5.3,mww,,"90 km WNW of Iquique, Chile",0,2014-10-07,-70.9857,-20.0157,1412685202790
5.4,mww,green,"73 km NNE of Iquique, Chile",0,2014-10-07,-69.769,-19.653,1412658550000
5.2,mww,,"80 km WSW of Constitución, Chile",0,2014-09-28,-73.2252,-35.6194,1411893993950
6.2,mww,green,"56 km NW of San Antonio de los Cobres, Argentina",0,2014-09-24,-66.6321,-23.8009,1411557375010
5.0,mww,,"144 km NW of Constitución, Chile",0,2014-09-24,-73.5137,-34.3998,1411540476480
5.2,mww,,"78 km ESE of Le Vauclin, Martinique",0,2014-09-15,-60.139,14.3529,1410815346450
5.2,mww,,"19 km S of Nazca, Peru",0,2014-09-01,-74.9045,-15.0078,1409612121810
5.1,mb,,South Georgia Island region,0,2014-08-31,-32.2439,-53.2257,1409458445090
5.5,mww,green,"12 km SSE of Urasqui, Peru",0,2014-08-25,-73.1133,-16.126,1408977097280
6.8,mww,green,"38 km NW of Aniso, Peru",1,2014-08-24,-73.5714,-14.598,1408922505520
6.4,mww,yellow,"23 km WNW of Hacienda La Calera, Chile",0,2014-08-23,-71.4416,-32.6953,1408833143320
5.6,mww,green,"116 km E of Iquique, Chile",0,2014-08-23,-69.0385,-20.1745,1408769132670
5.3,mww,green,"14 km ENE of Iquique, Chile",0,2014-08-13,-70.023,-20.158,1407974575000
5.4,mwb,,central Mid-Atlantic Ridge,0,2014-08-13,-26.6869,0.8373,1407924448180
5.0,mww,,"54 km NW of San Antonio de los Cobres, Argentina",0,2014-08-11,-66.7371,-23.9047,1407732547270
5.0,mb,,central Mid-Atlantic Ridge,0,2014-08-10,-26.0449,0.7488,1407672744760
5.2,mww,,"58 km WSW of San Antonio, Chile",0,2014-08-08,-72.203,-33.777,1407471015000
5.0,mb,,"13 km S of Quequeña, Peru",0,2014-07-31,-71.43,-16.68,1406830157000
5.6,mww,green,"153 km E of Iquique, Chile",0,2014-07-23,-68.6776,-20.2267,1406151548470
5.0,mww,,"46 km W of Iquique, Chile",0,2014-07-20,-70.5873,-20.1414,1405902087190
5.0,mww,,"75 km W of Iquique, Chile",0,2014-07-18,-70.8707,-20.1536,1405661050400
5.2,mww,green,"156 km SSW of Camaná, Peru",0,2014-07-14,-73.429,-17.858,1405337076290
5.5,mww,green,"21 km WSW of Iquique, Chile",0,2014-07-13,-70.3475,-20.2585,1405284854560
5.3,mww,,"32 km E of Monte Patria, Chile",0,2014-07-13,-70.62,-30.748,1405235905000
5.0,mb,,"21 km SSW of El Triunfo ( El Cruce), Peru",0,2014-07-09,-71.9043,-16.6851,1404926375330
5.1,mb,,"7 km SE of Layo, Peru",0,2014-07-05,-71.1073,-14.5375,1404616126720
5.0,mb,,central Mid-Atlantic Ridge,0,2014-07-01,-27.7509,0.7809,1404247754570
5.1,mb,,"82 km WSW of San Antonio, Chile",0,2014-07-01,-72.4251,-33.879,1404224530040
5.8,mww,green,"99 km WNW of Iquique, Chile",0,2014-06-20,-71.0037,-19.8101,1403295747110
5.6,mww,green,"92 km WNW of Iquique, Chile",0,2014-06-20,-70.9223,-19.8027,1403294011870
5.2,mww,,"82 km WNW of Iquique, Chile",0,2014-06-19,-70.8528,-19.8701,1403207982870
5.8,mww,green,"85 km WNW of Iquique, Chile",0,2014-06-19,-70.8701,-19.841,1403207644910
5.7,mww,green,"87 km WNW of Iquique, Chile",0,2014-06-19,-70.9451,-19.9749,1403170716080
5.3,mww,,"24 km W of El Cardo, Peru",0,2014-06-10,-72.9518,-16.5799,1402373004620
5.0,mwr,,"80 km SW of Iquique, Chile",0,2014-06-04,-70.761,-20.652,1401901468000
5.6,mww,green,"89 km NNE of Tocopilla, Chile",0,2014-05-30,-69.999,-21.302,1401463947000
5.2,mww,,"89 km NNE of Tocopilla, Chile",0,2014-05-30,-69.974,-21.309,1401450098000
5.1,mww,,"93 km NW of Tomé, Chile",0,2014-05-27,-73.5573,-35.9344,1401181445420
5.9,mwc,green,central Mid-Atlantic Ridge,0,2014-05-24,-26.3229,0.6863,1400932166070
5.1,mb,,southern Peru,0,2014-05-24,-73.8057,-15.3023,1400914052060
5.1,mww,,"19 km NNW of Ovalle, Chile",0,2014-05-21,-71.311,-30.452,1400662853210
5.6,mww,green,,0,2014-05-17,-70.8968,-19.9874,1400317865390
5.5,mww,green,"68 km SSW of San Pedro de Atacama, Chile",0,2014-05-16,-68.5388,-23.4456,1400260112360
5.2,mww,,"110 km WNW of Iquique, Chile",0,2014-05-14,-71.058,-19.7058,1400046707560
5.6,mww,green,"76 km W of Abra Pampa, Argentina",0,2014-05-13,-66.4407,-22.7239,1400038701250
5.4,mww,,"65 km W of Iquique, Chile",0,2014-05-05,-70.7746,-20.2139,1399288877410
5.0,mww,,"88 km WNW of Iquique, Chile",0,2014-05-04,-70.979,-20.0387,1399178806570
5.1,mb,,"36 km NNW of Valparaíso, Chile",0,2014-04-30,-71.746,-32.723,1398880855000
5.1,mww,,"89 km WNW of Iquique, Chile",0,2014-04-24,-70.9706,-19.9896,1398335207250
5.0,mb,,"103 km N of Constitución, Chile",0,2014-04-24,-72.535,-34.4089,1398334023970
5.1,mb,,northern Mid-Atlantic Ridge,0,2014-04-23,-45.0172,14.8536,1398277269490
5.3,mww,,"113 km NW of Iquique, Chile",0,2014-04-21,-71.0423,-19.6254,1398087545250
5.8,mww,green,"83 km WNW of Iquique, Chile",0,2014-04-19,-70.9196,-20.0283,1397940882280
5.2,mb,,"37 km WSW of Quimilí, Argentina",0,2014-04-18,-62.7797,-27.7456,1397807217180
5.1,mww,,"73 km W of Iquique, Chile",0,2014-04-15,-70.8507,-20.1823,1397588380370
5.1,mww,green,"57 km W of Iquique, Chile",0,2014-04-15,-70.6938,-20.1473,1397578877040
5.3,mww,,"66 km W of Iquique, Chile",0,2014-04-15,-70.7826,-20.2042,1397578174540
5.4,mwc,,central Mid-Atlantic Ridge,0,2014-04-14,-31.8078,4.0401,1397461652700
5.1,mwr,,"88 km SW of Iquique, Chile",0,2014-04-14,-70.7541,-20.7773,1397454977220
5.5,mww,green,"73 km WSW of Iquique, Chile",0,2014-04-13,-70.747,-20.5664,1397391090080
5.0,mww,green,"45 km WNW of Iquique, Chile",0,2014-04-11,-70.5558,-20.073,1397217651640
5.0,mb,,"43 km WNW of Cartagena, Chile",0,2014-04-10,-72.038,-33.3946,1397178485100
6.2,mww,green,"71 km SW of Iquique, Chile",0,2014-04-10,-70.6472,-20.659,1397174505210
5.0,mww,,"85 km WNW of Iquique, Chile",0,2014-04-10,-70.9472,-20.0231,1397152150660
5.2,mww,,"80 km WSW of Iquique, Chile",0,2014-04-09,-70.8026,-20.601,1397042083910
5.6,mww,green,"87 km WSW of Iquique, Chile",0,2014-04-08,-70.9226,-20.5124,1396952071580
5.1,mb,,"90 km W of Tarauacá, Brazil",0,2014-04-07,-71.5809,-8.2424,1396884452600
5.1,mb,,"78 km W of Iquique, Chile",0,2014-04-07,-70.8984,-20.1239,1396879423490
5.4,mb,,"67 km W of Iquique, Chile",0,2014-04-07,-70.7879,-20.1294,1396878453330
5.7,mww,green,"73 km W of Iquique, Chile",0,2014-04-07,-70.8513,-20.1273,1396878201010
5.2,mww,green,"92 km WSW of Iquique, Chile",0,2014-04-06,-71.0127,-20.4072,1396793168080
5.2,mww,,"42 km W of Iquique, Chile",0,2014-04-05,-70.5553,-20.1486,1396676696410
5.0,mww,,"80 km SW of Iquique, Chile",0,2014-04-05,-70.6692,-20.751,1396670703290
5.6,mwb,green,"25 km N of Viña del Mar, Chile",0,2014-04-04,-71.5803,-32.7997,1396664558970
5.4,mww,,"68 km ENE of Salamanca, Chile",0,2014-04-04,-70.3232,-31.5039,1396605128020
5.2,mww,,"93 km W of Iquique, Chile",0,2014-04-04,-71.0277,-20.0553,1396604335020
6.3,mww,green,"70 km SW of Iquique, Chile",0,2014-04-03,-70.654,-20.6426,1396575470570
5.4,mww,green,"68 km WSW of Iquique, Chile",0,2014-04-03,-70.7154,-20.5231,1396517002040
5.0,mb,,"71 km SW of Iquique, Chile",0,2014-04-03,-70.6749,-20.6266,1396508071010
5.3,mwr,green,"66 km SSW of Iquique, Chile",0,2014-04-03,-70.4171,-20.7591,1396504304500
5.0,mb,,"49 km WSW of Iquique, Chile",0,2014-04-03,-70.5496,-20.454,1396503271580
6.4,mww,green,"79 km SW of Iquique, Chile",0,2014-04-03,-70.5865,-20.7969,1396502775700
5.1,mb,,"50 km SW of Iquique, Chile",0,2014-04-03,-70.5207,-20.5027,1396502345520
5.2,mb,,"Near the coast of Tarapaca, Chile",0,2014-04-03,-70.722,-20.6173,1396498675520
5.4,mb,,"53 km SW of Iquique, Chile",0,2014-04-02,-70.5344,-20.5347,1396494691630
5.5,mb,green,"77 km SW of Iquique, Chile",0,2014-04-02,-70.7332,-20.6403,1396494674470
5.0,mb,,"47 km SW of Iquique, Chile",0,2014-04-02,-70.458,-20.5309,1396493993620
5.5,mb,green,"71 km SW of Iquique, Chile",0,2014-04-02,-70.531,-20.7468,1396493765060
7.7,mww,yellow,"53 km SW of Iquique, Chile",1,2014-04-02,-70.4931,-20.5709,1396492993110
6.5,mww,green,"45 km WSW of Iquique, Chile",0,2014-04-02,-70.5756,-20.3113,1396490310530
5.0,mwr,,"122 km WNW of Iquique, Chile",0,2014-04-02,-71.1759,-19.6823,1396483276400
5.3,mww,,"34 km WSW of Iquique, Chile",0,2014-04-02,-70.45,-20.3523,1396467951090
5.1,mwr,,"87 km WNW of Iquique, Chile",0,2014-04-02,-70.9525,-19.9884,1396437094680
5.4,mww,,"85 km WNW of Iquique, Chile",0,2014-04-02,-70.9375,-20.0107,1396436852130
5.0,mwr,,"64 km W of Iquique, Chile",0,2014-04-02,-70.7654,-20.2046,1396427152310
5.1,mwr,,"71 km W of Iquique, Chile",0,2014-04-02,-70.8304,-20.1248,1396420156540
5.4,mwr,,"106 km WNW of Iquique, Chile",0,2014-04-02,-71.0027,-19.6889,1396414972630
5.5,mwr,green,"72 km WNW of Iquique, Chile",0,2014-04-02,-70.8325,-20.0759,1396413978770
5.2,mwr,,"97 km WNW of Iquique, Chile",0,2014-04-02,-70.9937,-19.8463,1396412387290
5.4,mwr,,"90 km WNW of Iquique, Chile",0,2014-04-01,-70.958,-19.9322,1396410015280
5.1,mb,,"87 km WNW of Iquique, Chile",0,2014-04-01,-70.9675,-20.039,1396402181420
5.2,mb,,"113 km NW of Iquique, Chile",0,2014-04-01,-71.0127,-19.5893,1396401658370
5.4,mb,,"50 km WNW of Iquique, Chile",0,2014-04-01,-70.5676,-19.9898,1396399069150
5.4,mb,green,,0,2014-04-01,-70.6454,-20.2757,1396398823900
5.2,mb,green,"64 km WNW of Iquique, Chile",0,2014-04-01,-70.6776,-19.9147,1396398285420
5.1,mb,,"69 km WNW of Iquique, Chile",0,2014-04-01,-70.7432,-19.9224,1396397931490
5.3,mb,,"92 km WNW of Iquique, Chile",0,2014-04-01,-70.9946,-19.9564,1396397660850
5.1,mb,,"105 km NW of Iquique, Chile",0,2014-04-01,-70.9319,-19.6096,1396397480490
5.6,mb,green,"100 km NW of Iquique, Chile",0,2014-04-01,-70.9445,-19.7029,1396397203900
5.6,mb,green,"95 km NW of Iquique, Chile",0,2014-04-01,-70.7269,-19.548,1396397090930
5.7,mb,green,"76 km NW of Iquique, Chile",0,2014-04-01,-70.719,-19.7831,1396396993710
5.8,mb,green,"79 km N of Iquique, Chile",0,2014-04-01,-70.166,-19.4928,1396396797790
6.9,mww,green,"90 km WNW of Iquique, Chile",0,2014-04-01,-70.9455,-19.8927,1396396678790
5.0,mb,,"47 km WNW of Iquique, Chile",0,2014-04-01,-70.5674,-20.0509,1396396651930
8.2,mww,yellow,"93 km NW of Iquique, Chile",1,2014-04-01,-70.7691,-19.6097,1396396007260
5.6,mww,green,"128 km NE of Iquique, Chile",0,2014-03-31,-69.174,-19.511,1396270386000
5.2,mb,,"75 km SW of Vinchina, Argentina",0,2014-03-27,-68.8042,-29.1902,1395965440410
5.7,mww,green,"69 km SW of Vinchina, Argentina",0,2014-03-27,-68.7459,-29.1646,1395964252190
5.1,mb,,"13 km SSE of Ilabaya, Peru",0,2014-03-25,-70.4584,-17.5268,1395758304860
5.2,mww,,"84 km WNW of Iquique, Chile",0,2014-03-24,-70.8261,-19.7936,1395706512710
5.0,mww,,"91 km NW of Iquique, Chile",0,2014-03-24,-70.7419,-19.6058,1395686592230
5.7,mww,green,"98 km NW of Iquique, Chile",0,2014-03-24,-70.8207,-19.5932,1395675931140
5.0,mb,,"33 km NW of Taltal, Chile",0,2014-03-24,-70.6941,-25.1686,1395675233810
5.0,mww,,"83 km NW of Iquique, Chile",0,2014-03-24,-70.808,-19.7882,1395664370410
5.6,mww,green,"87 km WNW of Iquique, Chile",0,2014-03-24,-70.8824,-19.8288,1395661243470
5.2,mww,,"Near the coast of Tarapaca, Chile",0,2014-03-24,-70.8069,-19.7866,1395660735000
5.7,mww,green,"77 km NW of Iquique, Chile",0,2014-03-24,-70.7651,-19.8239,1395660399400
5.1,mww,,"79 km WNW of Iquique, Chile",0,2014-03-23,-70.7906,-19.8192,1395612266320
5.1,mww,,"83 km WNW of Iquique, Chile",0,2014-03-23,-70.8631,-19.8774,1395606183290
6.3,mww,green,"93 km NW of Iquique, Chile",0,2014-03-23,-70.8538,-19.6899,1395598801930
5.0,mwr,,"106 km WNW of Iquique, Chile",0,2014-03-22,-71.0063,-19.6953,1395526498050
5.6,mww,green,"100 km WNW of Iquique, Chile",0,2014-03-22,-70.9515,-19.7163,1395494998410
5.2,mww,,"90 km WNW of Iquique, Chile",0,2014-03-22,-70.8804,-19.7701,1395494098400
6.2,mww,green,"90 km WNW of Iquique, Chile",0,2014-03-22,-70.874,-19.7625,1395493199150
5.1,mww,,"142 km ESE of Antofagasta, Chile",0,2014-03-20,-69.0615,-24.0271,1395340891790
5.1,mb,,"83 km WNW of Iquique, Chile",0,2014-03-18,-70.9143,-19.9829,1395178386350
5.8,mww,green,"74 km WNW of Iquique, Chile",0,2014-03-18,-70.7961,-19.9262,1395178005400
5.0,mwr,,"67 km W of Iquique, Chile",0,2014-03-18,-70.7942,-20.1927,1395153356850
5.8,mwb,green,South Georgia Island region,0,2014-03-17,-32.3157,-53.1677,1395062688910
5.2,mww,,"68 km WNW of Iquique, Chile",0,2014-03-17,-70.7581,-19.9851,1395045155840
5.1,mb,,"72 km WNW of Iquique, Chile",0,2014-03-17,-70.7943,-19.9828,1395033696890
5.0,mb,,"78 km WNW of Iquique, Chile",0,2014-03-17,-70.8478,-19.9635,1395033574290
6.4,mww,green,"79 km WNW of Iquique, Chile",0,2014-03-17,-70.8837,-20.0168,1395033094860
5.2,mww,,"79 km WNW of Iquique, Chile",0,2014-03-16,-70.8595,-19.9556,1395020095330
5.1,mb,,"59 km WNW of Iquique, Chile",0,2014-03-16,-70.6827,-20.0275,1395015129620
5.0,mb,,"71 km WNW of Iquique, Chile",0,2014-03-16,-70.7667,-19.9273,1395005184250
6.7,mww,green,"63 km WNW of Iquique, Chile",1,2014-03-16,-70.7022,-19.9807,1395004589600
5.1,mww,green,"39 km WSW of Santa Cruz, Chile",0,2014-03-15,-71.784,-34.742,1394894788000
5.1,mb,,central Mid-Atlantic Ridge,0,2014-03-11,-27.0177,0.5904,1394559721070
5.3,mb,,"33 km SSE of Villa Alemana, Chile",0,2014-03-05,-71.28,-33.333,1394080625000
5.1,mb,,"26 km W of San Antonio, Chile",0,2014-03-04,-71.895,-33.63,1393930594000
5.7,mww,green,"32 km W of San Antonio, Chile",0,2014-03-04,-71.957,-33.6046,1393930275570
5.1,mwr,,"29 km W of Valparaíso, Chile",0,2014-03-02,-71.94,-33.056,1393816667000
5.0,mb,,South Atlantic Ocean,0,2014-02-20,-39.5859,-36.4072,1392913730460
5.3,mww,green,"23 km SE of El Tocuyo, Venezuela",0,2014-02-19,-69.667,9.6143,1392808212470
6.5,mww,green,"171 km NNE of Greenland, Barbados",1,2014-02-18,-58.9272,14.6682,1392715633120
5.4,mww,green,"9 km NNE of Tame, Colombia",0,2014-02-17,-71.6995,6.5373,1392630096170
5.1,mb,,"60 km W of Illapel, Chile",0,2014-02-16,-71.802,-31.712,1392597274000
5.2,mb,,"26 km WSW of Santa Cruz, Chile",0,2014-02-12,-71.6173,-34.7482,1392212123510
5.6,mww,green,"16 km NE of Calama, Chile",0,2014-02-12,-68.813,-22.354,1392205390000
5.2,mwr,,"35 km NNE of Calama, Chile",0,2014-02-10,-68.757,-22.174,1392030010000
5.0,mb,,"29 km N of Carahue, Chile",0,2014-02-09,-73.1942,-38.4428,1392005624350
5.0,mb,,"44 km SSE of Cayarani, Peru",0,2014-02-09,-71.9232,-15.0592,1391968380450
5.2,mwb,green,"6 km E of Aratoca, Colombia",0,2014-02-07,-72.9584,6.6913,1391805430940
5.0,mb,,"105 km NE of Tocopilla, Chile",0,2014-02-05,-69.517,-21.377,1391601065000
5.1,mb,,"12 km SSW of Achanizo, Peru",0,2014-02-02,-74.0208,-15.9087,1391331429320
5.0,mb,,"24 km NNW of Calama, Chile",0,2014-01-29,-69.01,-22.251,1391020008000
5.6,mww,green,"97 km E of Arica, Chile",0,2014-01-29,-69.3735,-18.5087,1390989710730
5.6,mwb,green,"40 km E of Padilla, Bolivia",0,2014-01-27,-63.9189,-19.2592,1390840957590
5.2,mb,,"48 km NE of San Martín, Argentina",0,2014-01-15,-68.1214,-31.1362,1389775088750
5.7,mww,green,"77 km SW of Iquique, Chile",0,2014-01-07,-70.633,-20.7495,1389154930180
5.3,mww,green,"96 km SSE of Iquique, Chile",0,2014-01-06,-69.729,-20.989,1389066203000
5.1,mb,,"81 km SW of Iquique, Chile",0,2014-01-05,-70.652,-20.774,1388980742000
5.7,mww,green,"85 km SW of Iquique, Chile",0,2014-01-03,-70.795,-20.687,1388794308000
5.5,mww,green,"11 km SSW of Taltal, Chile",0,2013-12-17,-70.521,-25.509,1387283400000
5.3,mb,,"13 km ESE of Calingasta, Argentina",0,2013-12-09,-69.2994,-31.3939,1386636687900
5.0,mb,,"94 km WSW of San Antonio, Chile",0,2013-12-07,-72.554,-33.918,1386408229000
5.2,mww,green,"151 km NE of Taltal, Chile",0,2013-12-04,-69.295,-24.578,1386135573000
6.0,mwc,green,South Atlantic Ocean,0,2013-11-25,-53.9107,-53.8708,1385364078420
5.4,mb,,Falkland Islands region,0,2013-11-25,-55.2804,-54.23,1385361710670
7.0,mww,green,Falkland Islands region,0,2013-11-25,-55.0033,-53.9451,1385360853300
5.6,mb,green,South Atlantic Ocean,1,2013-11-25,-54.9796,-54.0272,1385360828970
5.4,mwc,,Falkland Islands region,0,2013-11-25,-55.334,-54.3401,1385356207810
5.0,mwr,,"71 km WNW of Lebu, Chile",0,2013-11-07,-74.327,-37.256,1383843666000
5.0,mb,,central Mid-Atlantic Ridge,0,2013-11-04,-40.4863,8.9963,1383575973990
6.6,mww,green,"41 km SSW of Coquimbo, Chile",1,2013-10-31,-71.5215,-30.2921,1383260639720
5.1,mwr,,"63 km NW of Taltal, Chile",0,2013-10-31,-70.8941,-24.9719,1383233980150
6.2,mww,green,"89 km W of Constitución, Chile",0,2013-10-29,-73.395,-35.314,1383101507000
5.8,mww,green,"71 km W of Constitución, Chile",0,2013-10-29,-73.193,-35.439,1383100152000
5.0,mb,,"21 km NNE of Madrigal, Peru",0,2013-10-29,-71.7232,-15.4358,1383051065310
5.0,mb,,central Mid-Atlantic Ridge,0,2013-10-23,-31.451,3.4657,1382562097660
5.0,mb,,"43 km NNE of Abapó, Bolivia",0,2013-10-15,-63.2712,-18.5026,1381868000590
6.0,mww,green,"36 km N of Güiria, Venezuela",1,2013-10-11,-62.315,10.9048,1381543827290
5.0,mb,,"56 km SW of Uyuni, Bolivia",0,2013-10-09,-67.1623,-20.8628,1381375942170
5.2,mb,,"139 km NE of San Pedro de Atacama, Chile",0,2013-10-09,-67.1284,-22.1415,1381338226210
5.4,mwb,,"8 km NNW of Curanilahue, Chile",0,2013-09-29,-73.3938,-37.4071,1380496996300
5.4,mwb,,"17 km NNW of Lebu, Chile",0,2013-09-29,-73.753,-37.469,1380496019000
7.1,mww,green,"16 km WSW of Atiquipa, Peru",1,2013-09-25,-74.5112,-15.8385,1380127363170
5.2,mb,,"38 km NNE of San Pedro de Atacama, Chile",0,2013-09-25,-68.0596,-22.5859,1380114880540
5.0,mb,,"110 km NE of Iquique, Chile",0,2013-09-07,-69.299,-19.617,1378581211000
5.8,mww,green,"39 km ENE of Calama, Chile",0,2013-08-23,-68.5927,-22.2741,1377246846920
5.3,mwb,green,"118 km NNE of Calama, Chile",0,2013-08-19,-68.5181,-21.4513,1376941185770
5.2,mww,,"34 km WSW of Vallenar, Chile",0,2013-08-16,-71.098,-28.665,1376691450000
5.2,mwr,,"58 km W of Iquique, Chile",0,2013-08-05,-70.7121,-20.1808,1375681256060
6.0,mww,green,"3 km ESE of Maca, Peru",0,2013-07-16,-71.74,-15.657,1374028663180
5.4,mb,,"46 km SE of Yuyapichis, Peru",0,2013-07-15,-74.626,-9.866,1373927745420
5.0,mb,,"10 km W of Carumas, Peru",0,2013-07-12,-70.791,-16.8,1373661156880
5.6,mwb,green,"138 km NE of Iquique, Chile",0,2013-07-10,-69.248,-19.302,1373466732900
5.1,mwr,,"144 km SSW of Curahuara de Carangas, Bolivia",0,2013-07-09,-69.025,-19.046,1373403107060
5.2,mb,,"78 km N of San Antonio de los Cobres, Argentina",0,2013-07-06,-66.429,-23.517,1373094340250
5.6,mww,green,"45 km NNW of San Antonio de los Cobres, Argentina",0,2013-07-02,-66.516,-23.851,1372795495790
5.3,mwb,,"23 km SSE of Putina, Peru",0,2013-06-29,-69.364,-15.68,1372532713690
5.0,mb,,northern Mid-Atlantic Ridge,0,2013-06-27,-42.462,10.562,1372377588680
6.6,mww,green,northern Mid-Atlantic Ridge,1,2013-06-24,-42.594,10.701,1372111453480
5.3,mwb,green,"55 km ENE of Los Andes, Chile",0,2013-06-19,-70.039,-32.658,1371677351500
5.1,mb,,"76 km NE of Calama, Chile",0,2013-06-11,-68.5,-21.89,1370943427000
5.6,mww,green,"103 km W of Abra Pampa, Argentina",0,2013-06-08,-66.691,-22.588,1370694308560
5.1,mb,,"130 km NE of Calama, Chile",0,2013-06-08,-68.188,-21.498,1370692539920
5.2,mb,,"45 km NE of Pucallpa, Peru",0,2013-06-05,-74.261,-8.095,1370423693960
5.3,mb,,"18 km E of Mazo Cruz, Peru",0,2013-05-24,-69.54,-16.746,1369443867090
5.8,mww,green,"17 km S of Chinchaypujio, Peru",0,2013-05-21,-72.263,-13.787,1369177365130
5.2,mb,,"25 km WSW of Ocoruro, Peru",0,2013-05-21,-71.351,-15.132,1369142869350
5.0,mb,,"82 km NW of Riohacha, Colombia",0,2013-05-16,-73.426,12.089,1368721757590
5.5,mww,green,"25 km SE of Cahuacho, Peru",0,2013-05-14,-73.33,-15.69,1368574755000
5.4,mww,green,"65 km ENE of Diego de Almagro, Chile",0,2013-05-12,-69.442,-26.157,1368363550000
5.2,mb,,"163 km N of Calama, Chile",0,2013-05-12,-68.673,-20.996,1368363113000
5.4,mb,,"88 km ENE of Diego de Almagro, Chile",0,2013-05-11,-69.191,-26.161,1368286761000
5.3,mb,,"171 km WNW of Vallenar, Chile",0,2013-05-03,-72.41,-28.064,1367572695530
5.0,mb,,"6 km SSW of Lo Prado, Chile",0,2013-04-30,-70.739,-33.498,1367319427000
5.1,mb,,"87 km SW of Curahuara de Carangas, Bolivia",0,2013-04-27,-69.104,-18.328,1367099492240
