Magnitude,Unit,Alert,Location,Tsunami,Date,Longitude,Latitude,Timestamp
5.2,mb,,"97 km SSW of Nikolski, Alaska",0,2015-07-27,-169.2434,52.0935,1437972812090
5.9,mb,green,"51 km WSW of Nikolski, Alaska",0,2015-07-27,-169.5781,52.7811,1437972682540
6.9,mww,green,"Fox Islands, Aleutian Islands, Alaska",1,2015-07-27,-169.4458,52.376,1437972586400
5.1,mw,green,"34 km W of Skwentna, Alaska",1,2015-07-25,-152.0518,61.9493,1437854263227
5.4,mwb,,"11 km NE of La Blanca, Mexico",0,2015-06-28,-94.6273,16.6829,1435506881990
5.2,ml,green,"12 km SSE of Volcano, Hawaii",0,2015-06-28,-155.2093333,19.335,1435479010480
5.0,mb,,"147 km S of False Pass, Alaska",0,2015-06-26,-163.7202,53.5437,1435368942300
5.0,mb,,"1 km ENE of Zocoteaca de León, Mexico",0,2015-06-25,-97.9861,16.6416,1435228311470
5.8,mw,green,"46 km SW of Skwentna, Alaska",1,2015-06-24,-151.9621,61.6644,1435185141166
5.2,mb,green,"121 km E of Chignik, Alaska",0,2015-06-12,-156.473,56.5127,1434158097219
5.9,mww,green,off the coast of Oregon,1,2015-06-01,-129.9582,44.4971,1433189490610
5.4,mww,green,off the coast of Oregon,1,2015-06-01,-129.6521,44.5389,1433155587260
5.2,mb,,off the coast of Oregon,0,2015-06-01,-129.8272,44.1977,1433141650800
5.8,mww,green,off the coast of Oregon,1,2015-06-01,-129.8114,44.4584,1433141561340
6.8,mw,green,"117 km SSE of Ugashik, Alaska",1,2015-05-29,-156.4301,56.594,1432882809634
5.3,ml,green,"37 km SSW of Caliente, Nevada",0,2015-05-22,-114.6546,37.2925,1432320462980
5.5,mww,green,"4 km NNE of Paso Real de Sarabia, Mexico",0,2015-04-28,-95.0355,17.1089,1430247413310
6.2,mww,green,"282 km WNW of Port McNeill, Canada",1,2015-04-24,-130.7714,51.6148,1429883775180
5.4,mww,green,"245 km W of Ferndale, California",1,2015-04-23,-127.1509,40.4556,1429839295550
5.1,mww,,"147 km WSW of Vernon, Canada",1,2015-03-25,-128.1719,49.4154,1427311364560
5.0,mb,,"54 km SSW of Nikolski, Alaska",0,2015-03-23,-169.2709,52.518,1427141888880
5.4,mwb,green,"3 km SSE of Xicotlán, Mexico",0,2015-03-20,-98.5135,18.0325,1426890607550
5.3,mww,,"223 km S of False Pass, Alaska",1,2015-03-12,-162.9065,52.8652,1426189634230
5.1,mwr,,"204 km W of Port McNeill, Canada",1,2015-03-04,-129.92,50.2697,1425458107120
6.2,mww,green,"207 km WSW of José María Morelos, Mexico",1,2015-02-22,-106.848,18.6766,1424614992720
5.5,mwb,green,"68 km WSW of José María Morelos, Mexico",0,2015-02-12,-105.7405,19.3552,1423756259880
5.3,mb,,"75 km SSE of Nikolski, Alaska",0,2015-02-03,-168.611,52.2733,1422948442250
5.5,mww,green,"81 km SSE of Nikolski, Alaska",1,2015-02-03,-168.6035,52.2224,1422947813890
5.3,mwb,,"25 km ENE of Saint George, Alaska",1,2015-02-01,-169.1363,56.6568,1422812431740
5.1,mwb,,"28 km E of Saint George, Alaska",1,2015-02-01,-169.0803,56.6399,1422789625640
5.1,mb,,"25 km E of Saint George, Alaska",1,2015-01-31,-169.1345,56.6128,1422737231500
5.4,mwb,,"26 km E of Saint George, Alaska",1,2015-01-31,-169.1176,56.6406,1422725951460
5.3,mwc,,"38 km E of Saint George, Alaska",1,2015-01-31,-168.9277,56.6517,1422707911390
5.72,mw,green,"40 km SW of Ferndale, California",1,2015-01-28,-124.6066667,40.3178333,1422479333710
5.5,mww,green,"18 km W of El Palmarcito, Mexico",0,2015-01-12,-93.3808,15.4767,1421049447070
5.0,mww,green,"9 km E of Challis, Idaho",0,2015-01-03,-114.112,44.5074,1420307043530
5.4,mwr,,"233 km W of Port McNeill, Canada",1,2015-01-02,-130.3654,50.8632,1420193734380
5.36,mw,green,"128 km W of Ferndale, California",1,2015-01-01,-125.7746667,40.442,1420114574570
5.1,mb,,"102 km NE of Los Barriles, Mexico",0,2014-12-25,-109.0765,24.4153,1419489942120
5.2,mwr,,"243 km W of Port McNeill, Canada",1,2014-12-21,-130.52,50.79,1419154847000
5.2,mwr,,"222 km W of Port McNeill, Canada",1,2014-12-20,-130.194,50.959,1419130658130
5.6,mww,green,"4 km SSW of Pointe-Noire, Guadeloupe",0,2014-12-19,-61.8091,16.1951,1419018570080
5.1,mw,green,"29 km NNE of Petersville, Alaska",1,2014-11-28,-150.4851,62.7236,1417234456182
5.2,mww,,off the coast of Oregon,1,2014-11-23,-128.5466,43.8195,1416740485120
5.0,mw,green,"14 km E of Minto, Alaska",1,2014-10-23,-149.0523,65.1644,1414081823968
5.5,mww,green,"1 km E of San Pedro Huamelula, Mexico",0,2014-10-11,-95.649,16.025,1413045962100
6.1,mww,green,"96 km SSW of Altata, Mexico",0,2014-10-07,-108.3311,23.8441,1412736053110
5.6,mww,green,"13 km SW of Vicente Guerrero, Mexico",0,2014-10-04,-94.822,17.418,1412450196000
6.2,ml,green,"22 km WSW of Skwentna, Alaska",1,2014-09-25,-151.816,61.9449,1411667477606
5.4,mww,,"86 km SE of San Felipe, Mexico",0,2014-09-15,-114.2749,30.4209,1410805640610
6.2,mww,green,"217 km SW of La Cruz de Loreto, Mexico",0,2014-09-06,-107.0488,18.7529,1410031379040
5.2,mww,,"45 km S of Bodden Town, Cayman Islands",0,2014-09-03,-81.339,18.8704,1409787254060
5.2,mww,,"44 km S of Bodden Town, Cayman Islands",0,2014-09-03,-81.323,18.882,1409738465110
5.2,mw,green,"14 km E of Minto, Alaska",1,2014-08-30,-149.0398,65.1526,1409454417111
5.1,mw,,"147 km S of Cordova, Alaska",1,2014-08-27,-145.5944,59.2244,1409119820370
6.02,mw,red,South Napa,1,2014-08-24,-122.3123333,38.2151667,1408875644070
5.4,mww,green,"5 km WSW of Mancuernas, Mexico",0,2014-08-13,-98.1587,16.3645,1407912491360
5.5,mww,green,"65 km WSW of San Carlos, Mexico",0,2014-08-10,-111.6319,27.6814,1407696377970
5.1,mw,green,"121 km SE of Chignik, Alaska",0,2014-08-03,-156.9854,55.5433,1407097315615
6.3,mww,green,"2 km SE of Santa Teresa, Mexico",0,2014-07-29,-95.6533,17.6818,1406630774700
6.0,mww,green,northern Mid-Atlantic Ridge,1,2014-07-26,-45.5809,23.724,1406424517440
6.0,mw,green,"40 km WNW of Elfin Cove, Alaska",0,2014-07-25,-136.9711,58.3354,1406285690417
5.0,mb,,"18 km SSW of El Espinalillo, Mexico",0,2014-07-22,-100.2147,16.8435,1406075295700
5.0,mw,green,"92 km NNW of Yakutat, Alaska",1,2014-07-19,-140.3079,60.3235,1405822544154
6.0,mww,green,"90 km NNW of Yakutat, Alaska",1,2014-07-17,-140.3366,60.2995,1405597773930
5.1,mb,,"85 km E of Nikolski, Alaska",0,2014-07-15,-167.6007,52.8809,1405462397590
5.3,mww,green,"13 km SW of Franklin, Arizona",0,2014-06-29,-109.1682,32.5822,1404017975390
5.7,mw,green,"29 km ENE of Noatak, Alaska",1,2014-06-16,-162.3165,67.6691,1402920067670
5.2,mb,,"6 km SSW of Cuilco, Guatemala",0,2014-06-16,-91.9693,15.3495,1402913071750
5.8,mw,green,northern Alaska,1,2014-06-07,-162.375,67.7245,1402116212988
5.1,mww,green,"144 km ESE of McCarthy, Alaska",1,2014-06-05,-140.2787,61.1732,1401947068860
5.1,mwr,green,"145 km ESE of McCarthy, Alaska",1,2014-06-05,-140.2548,61.1822,1401946681090
5.2,mw,green,"63 km SW of Covenant Life, Alaska",1,2014-06-04,-136.7282,58.9804,1401883136661
6.2,mww,green,"250 km WSW of La Cruz de Loreto, Mexico",1,2014-05-31,-107.469,18.7876,1401537226470
5.8,Ml,green,"45 km SE of Boca de Yuma, Dominican Republic",1,2014-05-28,-68.3509,18.045,1401311706600
5.7,mww,green,"2 km S of San Sebastián Ixcapa, Mexico",0,2014-05-24,-98.141,16.526,1400919887990
5.8,mww,green,"2 km SSW of Palomares, Mexico",0,2014-05-21,-95.0729,17.121,1400666775800
5.0,mb,,"118 km NE of Beauséjour, Guadeloupe",0,2014-05-16,-60.3332,17.0993,1400238723980
5.9,mww,green,"114 km NE of Beauséjour, Guadeloupe",1,2014-05-16,-60.3648,17.0863,1400238100020
5.1,mb,,off the coast of Oregon,1,2014-05-12,-128.0971,43.7071,1399920660720
5.8,mw,green,"23 km WNW of Happy Valley, Alaska",1,2014-05-10,-152.126,60.0101,1399731370095
6.0,mww,green,"6 km W of Nuxco, Mexico",0,2014-05-10,-100.8122,17.2192,1399707361220
6.4,mww,yellow,"3 km NNE of Nuxco, Mexico",1,2014-05-08,-100.7461,17.2349,1399568414810
5.0,mw,green,"23 km NE of Noatak, Alaska",0,2014-05-03,-162.572,67.7136,1399111028431
5.7,mw,green,"25 km NE of Noatak, Alaska",0,2014-05-03,-162.521,67.7186,1399107433417
5.1,mb,,"14 km NNE of Niños Héroes, Mexico",0,2014-05-02,-94.4647,17.5645,1399057702990
6.5,mww,green,"107 km WSW of Vernon, Canada",1,2014-04-23,-127.7316,49.6388,1398309010150
5.0,mwr,,"69 km ESE of The Valley, Anguilla",1,2014-04-19,-62.4482,17.992,1397935894330
5.0,mb,,"13 km SSE of Petatlán, Mexico",0,2014-04-19,-101.2141,17.4238,1397919496470
5.0,mw,green,"23 km ENE of Noatak, Alaska",1,2014-04-19,-162.478,67.6795,1397897341465
5.7,mw,green,"18 km NE of Noatak, Alaska",1,2014-04-18,-162.694,67.7023,1397847406594
5.7,mw,green,"22 km NE of Noatak, Alaska",1,2014-04-18,-162.5599,67.7025,1397846658152
7.2,mww,yellow,"9 km ENE of Coyuquilla Norte, Mexico",1,2014-04-18,-100.9723,17.397,1397831244920
5.1,mw,green,"50 km N of Chase, Alaska",1,2014-04-16,-149.9118,62.8937,1397679863770
5.0,mw,green,"27 km NNE of Skwentna, Alaska",1,2014-03-29,-151.2219,62.2194,1396143174497
5.1,mw,yellow,"2km NW of Brea, CA",0,2014-03-29,-117.9158333,33.9325,1396066182170
5.3,mwr,,"98 km SE of San Felipe, Mexico",0,2014-03-21,-114.0633,30.44,1395449889440
5.5,mww,green,"211 km WSW of Pistol River, Oregon",1,2014-03-13,-126.8982,41.9039,1394737894640
5.1,mb,,off the coast of Oregon,1,2014-03-11,-129.0809,44.3113,1394584304470
6.8,mw,green,"77 km WNW of Indianola, California",1,2014-03-10,-125.1338333,40.8286667,1394428693430
5.8,mww,green,"26 km SW of Corralero, Mexico",0,2014-03-09,-98.3358,16.0414,1394411895100
5.0,mb,,"147 km S of False Pass, Alaska",0,2014-02-17,-163.579,53.5342,1392645578040
6.4,mww,green,"61 km N of Hatillo, Puerto Rico",1,2014-01-12,-66.8096,19.0428,1389585663240
5.0,mwr,green,"26 km NNW of Corralillo, Cuba",1,2014-01-09,-80.7278,23.1818,1389301063340
5.2,mww,,"64 km SSE of Sand Point, Alaska",0,2014-01-07,-160.0837,54.8112,1389074876440
5.2,mwb,green,North Atlantic Ocean,0,2013-12-23,-66.6056,25.7194,1387817149310
5.4,mwb,,Revilla Gigedo Islands region,0,2013-12-10,-109.0571,19.4959,1386722809000
5.1,mw,green,"115 km SE of Perryville, Alaska",1,2013-12-07,-157.8381,55.1842,1386434650843
5.4,mw,green,"59 km WSW of Akhiok, Alaska",1,2013-12-07,-155.0699,56.7434,1386401787434
5.1,mb,,"40 km SSW of Ixtapa-Zihuatanejo, Mexico",0,2013-11-30,-101.668,17.295,1385868055700
5.5,mww,green,"216 km WSW of Pistol River, Oregon",1,2013-11-30,-126.8781,41.6832,1385867978090
5.0,mwr,,"229 km WSW of Port McNeill, Canada",0,2013-11-08,-130.1887,50.039,1383911096150
5.0,mwr,,"154 km S of False Pass, Alaska",1,2013-11-02,-163.663,53.475,1383431530360
5.0,mb,,"92 km SSE of Nikolski, Alaska",0,2013-10-29,-168.3368,52.167,1383057853770
6.6,mww,green,"98 km SW of Etchoropo, Mexico",1,2013-10-19,-110.3209,26.0913,1382205294700
5.1,mwb,,"64 km SSW of Nikolski, Alaska",1,2013-10-09,-169.3514,52.4386,1381348144430
5.4,mww,,"19 km WSW of Naica, Mexico",0,2013-09-21,-105.6794,27.8013,1379765772170
5.2,mwb,,northern Mid-Atlantic Ridge,0,2013-09-09,-46.663,15.467,1378773315910
6.0,mww,green,northern Mid-Atlantic Ridge,0,2013-09-05,-45.232,15.1836,1378353696360
5.0,mb,,"93 km S of Unalaska, Alaska",1,2013-09-04,-166.7451,53.0455,1378289045100
6.0,mww,green,"230 km WNW of Port McNeill, Canada",1,2013-09-03,-130.2245,51.1832,1378254191290
5.5,mwr,green,"234 km WNW of Port McNeill, Canada",1,2013-09-03,-130.2195,51.3277,1378247371110
5.1,mwr,,"237 km WNW of Port McNeill, Canada",1,2013-09-03,-130.2999,51.2548,1378243516510
6.1,mww,green,"243 km WNW of Port McNeill, Canada",1,2013-09-03,-130.3971,51.244,1378239546340
5.1,mb,,"28 km E of Akutan, Alaska",0,2013-08-28,-165.348,54.123,1377737696530
5.0,mw,green,"67 km SE of Denali National Park, Alaska",1,2013-08-27,-150.6038,63.2047,1377639692556
5.0,mb,,northern Mid-Atlantic Ridge,0,2013-08-22,-46.6492,16.175,1377160755350
5.3,mb,,"4 km WNW of La Estación, Mexico",0,2013-08-21,-99.711,16.778,1377090137290
6.2,mww,orange,"5 km ESE of Barrio Nuevo de los Muertos, Mexico",0,2013-08-21,-99.498,16.8784,1377088709700
5.2,mwb,,"3 km NW of El Pitahayo, Mexico",0,2013-08-16,-98.5517,16.5498,1376667178000
5.1,mb,,"4 km SE of South Van Horn, Alaska",0,2013-08-14,-147.7261,64.7801,1376508673548
5.3,mb,,"4 km SSW of Ometepec, Mexico",0,2013-08-13,-98.4224,16.6539,1376412642770
5.1,mb,,"8 km WSW of El Pitahayo, Mexico",0,2013-08-06,-98.6,16.498,1375820250790
5.5,mwb,green,"86 km WSW of Vernon, Canada",1,2013-08-04,-127.4286,49.6614,1375622547640
5.4,mb,,"9 km W of Querétaro, Mexico",0,2013-07-30,-92.844,15.831,1375190999780
5.1,mwr,,"205 km W of Port McNeill, Canada",1,2013-07-26,-129.968,50.392,1374843444760
5.8,mww,green,"193 km SE of Nikolski, Alaska",1,2013-07-02,-167.017,51.618,1372822827020
5.8,mww,green,"5 km N of Tequicuilco, Mexico",0,2013-06-16,-99.203,18.155,1371359940000
5.3,mw,green,"54 km SE of P?hala, Hawaii",0,2013-06-04,-155.061,18.9148333,1370391159730
5.69,mw,green,"2 km NNE of Canyondam, California",1,2013-05-23,-121.0595,40.1918333,1369367228180
5.06,ml,green,"20 km NNE of Shawville, Canada",0,2013-05-17,-76.3533333,45.7568333,1368798204440
5.3,mww,,Leeward Islands,0,2013-04-30,-62.166,17.515,1367305008740
5.3,mwb,,"244 km SW of La Cruz de Loreto, Mexico",0,2013-04-22,-107.184,18.526,1366682815650
6.0,mww,green,"7 km NNE of Guacamayas, Mexico",0,2013-04-21,-102.182,18.081,1366593392840
5.1,mb,,northern Mid-Atlantic Ridge,0,2013-04-14,-46.639,15.436,1365933068100
5.2,mb,,"5 km NE of Pantla, Mexico",0,2013-04-11,-101.597,17.772,1365738309700
5.4,mwb,green,"8 km S of San Antonio, Honduras",0,2013-04-10,-87.159,15.52,1365621241540
5.0,mb,green,"96 km SE of Ugashik, Alaska",1,2013-04-05,-156.2346,56.9192,1365170644566
5.3,mb,,"9 km E of Técpan de Galeana, Mexico",0,2013-04-04,-100.54,17.226,1365127128640
5.0,mb,,"1 km ESE of Corralero, Mexico",0,2013-03-26,-98.181,16.233,1364303538020
5.5,mww,green,"7 km SSE of Corralero, Mexico",0,2013-03-26,-98.152,16.184,1364303088100
5.2,mw,green,"31 km SSE of Pope-Vannoy Landing, Alaska",1,2013-03-10,-154.2076,59.3119,1362935464966
5.2,mww,,"175 km W of Langlois, Oregon",0,2013-02-27,-126.564,43.22,1362003943920
5.1,Md,,Mona Passage,1,2013-02-26,-67.9645,19.2504,1361898454800
5.6,mww,green,"13 km W of La Placita de Morelos, Mexico",0,2013-02-20,-103.714,18.552,1361395388560
5.1,ml,green,"39 km N of Dyer, Nevada",0,2013-02-12,-118.0553,38.0222,1360714214393
5.9,mw,green,"92 km SSW of Port Alexander, Alaska",0,2013-01-31,-134.9627,55.4365,1359626020320
5.4,mww,,"266 km WNW of Bandon, Oregon",0,2013-01-29,-127.62,43.638,1359515668490
5.0,mb,,"6 km SE of El Pitahayo, Mexico",0,2013-01-15,-98.491,16.491,1358277627700
5.5,mw,,"116 km WSW of Craig, Alaska",0,2013-01-14,-134.8149,55.0508,1358175349580
5.4,mwc,,"79 km W of Las Grullas Margen Derecha, Mexico",0,2013-01-13,-110.126,25.773,1358099413000
5.7,mww,,"76 km W of Las Grullas Margen Derecha, Mexico",0,2013-01-13,-110.103,25.891,1358094506220
5.0,mw,,"86 km ENE of Port Alsworth, Alaska",0,2013-01-13,-152.9043,60.5409,1358081048374
5.0,mwr,,"137 km NNE of Cruz Bay, U.S. Virgin Islands",0,2013-01-10,-64.47,19.534,1357835614930
5.2,mb,,"2 km ESE of Matías Romero, Mexico",0,2013-01-06,-95.02,16.87,1357496684000
5.2,mb,,"107 km WSW of Craig, Alaska",0,2013-01-05,-134.6954,55.0813,1357388907081
7.5,mw,,"110 km SW of Edna Bay, Alaska",0,2013-01-05,-134.8591,55.228,1357376294957
5.1,mb,,"5 km SE of Unión Juárez, Mexico",0,2012-12-30,-92.037,15.031,1356916518770
6.3,mww,,"279 km SSW of Avalon, California",0,2012-12-14,-119.66,31.095,1355481361590
5.8,mw,green,"20 km ENE of Beluga, Alaska",0,2012-12-03,-150.7682,61.24,1354585368371
5.4,mw,,"81 km WNW of Aleneva, Alaska",0,2012-12-01,-154.1183,58.4226,1354348858211
6.1,mww,,"8 km N of San José Poliutla, Mexico",0,2012-11-15,-100.382,18.346,1352971221910
5.1,mwr,,"212 km SSW of Prince Rupert, Canada",0,2012-11-12,-132.033,52.705,1352782545000
6.3,mww,,"266 km SW of Yakutat, Alaska",0,2012-11-12,-142.855,57.792,1352752934620
6.1,mww,,"176 km WSW of Vernon, Canada",0,2012-11-07,-128.477,49.231,1352340110630
5.1,mwr,,"277 km SSW of Prince Rupert, Canada",0,2012-11-04,-132.557,52.214,1352032052000
5.0,mwr,,"278 km SSW of Prince Rupert, Canada",0,2012-11-02,-132.337,52.126,1351844394790
5.2,mwr,,"226 km SSW of Prince Rupert, Canada",0,2012-10-31,-132.024,52.55,1351739761500
5.1,mwr,,"257 km SSW of Prince Rupert, Canada",0,2012-10-30,-132.227,52.299,1351606259000
5.0,mwr,,"255 km SSW of Prince Rupert, Canada",0,2012-10-30,-131.801,52.195,1351572015380
5.3,mwr,,"261 km SSW of Prince Rupert, Canada",0,2012-10-29,-132.117,52.222,1351565708000
6.2,mww,,"241 km SSW of Prince Rupert, Canada",0,2012-10-29,-131.902,52.365,1351565342270
5.0,ml,,"269 km SSW of Prince Rupert, Canada",0,2012-10-29,-131.182,51.952,1351508835000
5.0,mwr,,"229 km SSW of Prince Rupert, Canada",0,2012-10-28,-132.037,52.522,1351475341620
5.2,mwr,,"234 km SW of Prince Rupert, Canada",0,2012-10-28,-132.478,52.647,1351451810760
5.6,mwr,,"Haida Gwaii, Canada",0,2012-10-28,-132.082,52.294,1351451393900
5.4,mwr,,"226 km SW of Prince Rupert, Canada",0,2012-10-28,-132.667,52.834,1351451001850
5.2,mwr,,"246 km SSW of Prince Rupert, Canada",0,2012-10-28,-132.374,52.472,1351450651300
6.3,mww,,"237 km SW of Prince Rupert, Canada",0,2012-10-28,-132.602,52.674,1351450460830
5.1,mwr,,"233 km SSW of Prince Rupert, Canada",0,2012-10-28,-131.868,52.434,1351429754330
5.1,mwr,,"256 km SSW of Prince Rupert, Canada",0,2012-10-28,-132.371,52.36,1351425198000
5.2,mwr,,"240 km SSW of Prince Rupert, Canada",0,2012-10-28,-132.134,52.448,1351423665670
5.1,mwr,,"250 km SW of Prince Rupert, Canada",0,2012-10-28,-132.517,52.482,1351421148000
5.3,mwr,,"256 km SSW of Prince Rupert, Canada",0,2012-10-28,-132.01,52.243,1351415847700
5.2,mwr,,"237 km SSW of Prince Rupert, Canada",0,2012-10-28,-131.561,52.319,1351409121510
5.2,mwr,,"230 km SSW of Prince Rupert, Canada",0,2012-10-28,-131.36,52.335,1351405012140
5.3,mwr,,"236 km SSW of Prince Rupert, Canada",0,2012-10-28,-132.299,52.549,1351399262600
5.1,mb,,"223 km SW of Prince Rupert, Canada",0,2012-10-28,-132.395,52.735,1351398405870
5.2,mb,,"236 km SW of Prince Rupert, Canada",0,2012-10-28,-132.49,52.624,1351398328510
5.5,mwr,,"222 km SSW of Prince Rupert, Canada",0,2012-10-27,-131.962,52.576,1351396340480
7.8,mww,,"206 km SW of Prince Rupert, Canada",0,2012-10-27,-132.101,52.788,1351393448820
5.4,mb,,Cayman Islands region,0,2012-10-24,-81.692,17.785,1351101359990
5.29,mw,,"24 km NE of San Lucas, California",0,2012-10-21,-120.856,36.3096667,1350802509510
5.9,mww,,"74 km SW of Topolobampo, Mexico",0,2012-10-08,-109.574,25.127,1349677583020
5.5,mwc,,"109 km E of La Rivera, Mexico",0,2012-10-05,-108.512,23.582,1349467330660
5.7,mwb,,northern Mid-Atlantic Ridge,0,2012-10-04,-46.457,17.479,1349396396960
5.4,mwb,,northern Mid-Atlantic Ridge,0,2012-10-04,-46.453,17.501,1349396141710
5.4,mwb,,northern Mid-Atlantic Ridge,0,2012-10-04,-46.498,17.443,1349392496400
5.2,mwr,,"237 km SW of La Cruz de Loreto, Mexico",0,2012-10-01,-107.164,18.607,1349112748950
5.5,mwb,,"3 km SSW of Santo Domingo Armenta, Mexico",0,2012-09-29,-98.393,16.304,1348902672930
6.3,mww,,"59 km NNE of La Paz, Mexico",0,2012-09-25,-110.173,24.666,1348616724940
5.4,mb,,"6 km SSW of El Ciruelo, Mexico",0,2012-09-22,-98.281,16.262,1348316998000
5.2,mw,,"1 km ESE of Akhiok, Alaska",0,2012-09-17,-154.1421,56.9366,1347932690394
5.5,mwb,,"11 km N of Plan de Agua Prieta, Mexico",0,2012-09-01,-92.773,16.229,1346522508200
5.0,mb,,"154 km NNE of Cruz Bay, U.S. Virgin Islands",0,2012-08-29,-64.324,19.652,1346268954240
5.2,mwr,,"92 km SSW of Puerto Peñasco, Mexico",0,2012-08-27,-113.909,30.545,1346109360510
5.2,mb,,"91 km SSW of Puerto Peñasco, Mexico",0,2012-08-27,-113.89,30.551,1346045000340
5.41,mw,,"4km NNW of Brawley, CA",0,2012-08-26,-115.5403333,33.0185,1346014678220
5.32,mw,yellow,"5km NNW of Brawley, CA",0,2012-08-26,-115.5536667,33.0171667,1346009483040
5.6,mww,,"251 km SW of Tofino, Canada",0,2012-08-19,-128.619,47.789,1345363655780
6.2,mww,,"102 km ESE of Nikolski, Alaska",0,2012-08-10,-167.421,52.633,1344623863090
5.6,mww,,Revilla Gigedo Islands region,0,2012-08-08,-109.332,19.946,1344479681120
5.2,mwb,,"68 km SW of Sand Point, Alaska",0,2012-08-08,-161.214,54.881,1344434717900
5.2,mb,,"7 km SW of El Ciruelo, Mexico",0,2012-07-24,-98.307,16.266,1343107528700
5.19,mw,,"92 km WSW of Ferndale, California",0,2012-07-21,-125.3308333,40.4116667,1342850661250
5.1,mw,,"109 km WSW of Ferndale, California",0,2012-07-20,-125.528,40.3853333,1342835521690
5.0,mw,,"79 km SE of Akhiok, Alaska",0,2012-07-20,-153.3559,56.3954,1342810451562
5.1,mb,,"4 km SE of Pescadería, Dominican Republic",0,2012-07-07,-71.136,18.243,1341693158230
5.0,mwr,,"13 km ESE of Blowing Point Village, Anguilla",0,2012-07-04,-62.983,18.12,1341437366150
5.4,mb,,"8 km N of Tectitán, Guatemala",0,2012-06-26,-92.049,15.378,1340731144150
5.2,mb,,"235 km W of Bandon, Oregon",0,2012-06-19,-127.273,43.443,1340113257260
5.0,mw,,"223 km W of Port McNeill, Canada",0,2012-05-04,-130.241,50.648,1336128937020
5.4,mwb,,"219 km SSE of Cabo San Lucas, Mexico",0,2012-05-03,-108.779,21.21,1336021194500
5.0,mw,,"122 km SSE of Akhiok, Alaska",0,2012-05-01,-153.2505,55.966,1335893922924
5.7,mww,,"19 km W of Placeres del Oro, Mexico",0,2012-05-01,-101.085,18.251,1335890278800
5.5,mwc,,"176 km SE of La Playa, Mexico",0,2012-05-01,-108.44,21.951,1335887077800
5.2,mb,,"28 km NNE of El Estor, Guatemala",0,2012-04-22,-89.211,15.766,1335140434440
5.3,mwc,,"89 km ENE of La Rivera, Mexico",0,2012-04-15,-108.793,23.952,1334546860750
5.0,mb,,"5 km SE of Corralero, Mexico",0,2012-04-13,-98.145,16.207,1334322388400
5.2,mwc,,"5 km E of Corralero, Mexico",0,2012-04-13,-98.138,16.236,1334311804620
7.0,mww,,"69 km ENE of San Luis, Mexico",0,2012-04-12,-113.104,28.696,1334214948500
6.0,mwb,,"83 km ENE of San Luis, Mexico",0,2012-04-12,-113.027,28.837,1334214360570
6.5,mwb,,"41 km NW of El Habillal, Mexico",0,2012-04-11,-102.689,18.229,1334184910250
6.0,mwc,,"266 km W of Bandon, Oregon",0,2012-04-11,-127.638,43.584,1334184106040
5.0,mb,,"14 km SSW of Montecillos, Mexico",0,2012-04-02,-98.572,16.281,1333410900120
6.0,mww,,"7 km SSW of Santa María Cortijo, Mexico",0,2012-04-02,-98.316,16.395,1333388202060
5.3,mb,,"5 km NNW of San Nicolás, Mexico",0,2012-04-01,-98.54,16.46,1333319028000
5.1,mb,,"3 km E of Santo Domingo Armenta, Mexico",0,2012-03-22,-98.343,16.334,1332434807790
5.0,mb,,"3 km SE of El Pitahayo, Mexico",0,2012-03-21,-98.504,16.511,1332329774800
5.0,mb,,"2 km SE of Cuajinicuilapa, Mexico",0,2012-03-20,-98.4,16.46,1332298480000
5.0,mb,,"24 km SW of San Nicolás, Mexico",0,2012-03-20,-98.694,16.273,1332282340070
5.1,mb,,"1 km S of San Pedro Atoyac, Mexico",0,2012-03-20,-97.987,16.478,1332274479990
5.2,mb,,"56 km SSW of Santiago Tepextla, Mexico",0,2012-03-20,-98.715,15.899,1332270158900
5.1,mb,,"3 km WSW of Corralero, Mexico",0,2012-03-20,-98.22,16.228,1332268536950
5.3,mb,,"5 km NNE of Corralero, Mexico",0,2012-03-20,-98.172,16.289,1332267753100
7.4,mww,,"6 km E of Santiago Llano Grande, Mexico",0,2012-03-20,-98.231,16.493,1332266567440
5.5,mw,,"160 km SE of Perryville, Alaska",0,2012-03-10,-157.3206,54.9057,1331388639723
5.1,mw,,"68 km S of Point Hope, Alaska",0,2012-02-21,-167.0571,67.744,1329832242625
5.0,mb,,"73 km SSE of El Coyul, Mexico",0,2012-02-17,-95.67,15.264,1329528859800
5.8,mww,,"258 km WNW of Bandon, Oregon",0,2012-02-14,-127.518,43.625,1329276680610
5.6,mw,,"26 km NNW of Willow Creek, California",0,2012-02-13,-123.7903333,41.1431667,1329167222770
5.6,mww,,"149 km WSW of Tofino, Canada",0,2012-02-04,-127.906,48.887,1328385931710
5.0,mb,,northern Mid-Atlantic Ridge,0,2012-01-29,-46.467,16.624,1327874060070
5.3,mb,,northern Mid-Atlantic Ridge,0,2012-01-29,-46.529,16.488,1327873405090
5.1,mb,,"126 km ESE of Nikolski, Alaska",0,2012-01-24,-167.049,52.654,1327452357710
5.1,mwr,,"11 km S of Río San Juan, Dominican Republic",0,2012-01-23,-70.077,19.542,1327351814500
5.0,mb,,"38 km SSW of Boca de Yuma, Dominican Republic",0,2012-01-19,-68.755,18.058,1326954499090
